name,address,cuisine,latitude,longitude
Mango Bay,"271 Adelphi St., Brooklyn, 11205, USA",$$$ · Caribbean,40.689405,-73.970916
Taqueria Chingón,"817 W. Fulton Market, Chicago, 60607, USA",$ · Mexican,41.88656,-87.648225
Schwa,"1466 N. Ashland Ave., Chicago, 60662, USA","$$$$ · Contemporary, Innovative",41.908935,-87.667984
The Coach House by Wazwan,"1742 W. Division St., Chicago, 60622, USA","$$$$ · South East Asian, Indian",41.903536,-87.671689
Omakase Yume,"651 W. Washington Blvd., Chicago, 60661, USA","$$$$ · Japanese, Sushi",41.882839,-87.644801
Giant,"3209 W. Armitage Ave., Chicago, 60647, USA",$$ · American,41.917165,-87.707478
Osteria Langhe,"2824 W. Armitage Ave., Chicago, 60647, USA",$$$ · Italian,41.917733,-87.698264
Sifr,"660 N. Orleans St., Chicago, 60654, USA",$$ · Middle Eastern,41.894124,-87.63737
Munno Pizzeria & Bistro,"4656 N. Clark St., Chicago, 60640, USA","$$ · Pizza, Italian",41.966982,-87.667277
Atelier,"4835 N. Western Ave., Chicago, 60625, USA",$$$$ · American,41.969552,-87.68864
Tortello Pastificio,"1746 W. Division St., Chicago, 60622, USA","$$ · Italian, Regional Cuisine",41.90353,-87.671874
EL Ideas,"2419 W. 14th St., Chicago, 60608, USA","$$$$ · Contemporary, Creative",41.862597,-87.686938
Longman & Eagle,"2657 N. Kedzie Ave., Chicago, 60647, USA",$$ · Gastropub,41.930085,-87.707068
Chef’s Special Cocktail Bar,"2165 N. Western Ave., Chicago, 60647, USA","$$ · Chinese, American",41.921762,-87.687214
RPM Steak,"66 W. Kinzie St., Chicago, 60654, USA","$$$$ · Steakhouse, Contemporary",41.889322,-87.630613
Warlord,"3198 N. Milwaukee Ave., Chicago, 60618, USA",$$$$ · American Contemporary,41.93884,-87.724103
Kumiko,"630 W. Lake St., Chicago, 60661, USA","$$$$ · Japanese, Asian",41.885925,-87.643772
Blue Door Kitchen & Garden,"52 W. Elm St., Chicago, 60610, USA",$$ · American,41.903248,-87.630625
Mama Delia,"1721 W. Division St., Chicago, 60622, USA","$$ · Spanish, Spanish Contemporary",41.903131,-87.670834
Girl & The Goat,"809 W. Randolph St., Chicago, 60607, USA","$$$ · Contemporary, American",41.884111,-87.647934
Smyth,"177 N. Ada St., Chicago, 60607, USA","$$$$ · Contemporary, Creative",41.884974,-87.660558
The Gage,"24 S. Michigan Ave., Chicago, 60603, USA",$$ · Gastropub,41.88276,-87.62495
Topolobampo,"445 N. Clark St., Chicago, 60654, USA","$$$$ · Mexican, Regional Cuisine",41.890576,-87.630143
Mi Tocaya,"2800 W. Logan Blvd., Chicago, 60647, USA",$$ · Mexican,41.928894,-87.697714
The Purple Pig,"444 N. Michigan Ave., Chicago, 60611, USA",$$ · Mediterranean Cuisine,41.890723,-87.624593
"Table, Donkey and Stick","2728 W. Armitage Ave., Chicago, 60647, USA",$$ · Austrian,41.9177,-87.695997
The Perch,"1932 W. Division St., Chicago, 60622, USA","$$$ · American, Gastropub",41.903443,-87.676239
Valhalla,"2020 W. Division St., Chicago, 60622, USA","$$$$ · Contemporary, Fusion",41.903482,-87.678221
Ever,"1340 W. Fulton St., Chicago, 60607, USA","$$$$ · Creative, Modern Cuisine",41.887157,-87.660447
The Gundis,"2909 N. Clark St., Chicago, 60657, USA",$$ · Central Asian,41.935115,-87.646547
Kasama,"1001 N. Winchester Ave., Chicago, 60622, USA","$$$$ · Filipino, Contemporary",41.899679,-87.675636
Sepia,"123 N. Jefferson St., Chicago, 60661, USA","$$$$ · American, American Contemporary",41.883937,-87.642307
Pompette,"1960 N. Damen Ave., Chicago, 60647, USA","$$ · Contemporary, American",41.917629,-87.677842
Azul Mariscos + Muelle,"1177 N. Elston Ave., Chicago, 60642, USA","$$$ · Seafood, Latin American",41.903214,-87.657666
avec,"615 W. Randolph St., Chicago, 60661, USA",$$ · Mediterranean Cuisine,41.884239,-87.643399
Frontera Grill,"445 N. Clark St., Chicago, 60654, USA",$$ · Mexican,41.890576,-87.630143
Pleasant House Pub,"2119 S. Halstead St., Chicago, 60608, USA","$$ · Gastropub, English",41.853575,-87.646215
North Pond,"2610 N. Cannon Dr., Chicago, 60614, USA","$$$$ · Contemporary, American",41.929882,-87.637444
Prime & Provisions,"222 N. LaSalle St., Chicago, 60601, USA",$$$ · Steakhouse,41.886587,-87.633448
Chilam Balam,"3023 N. Broadway, Chicago, 60657, USA",$$ · Mexican,41.937238,-87.644017
Sol de Mexico,"3018 N. Cicero Ave., Chicago, 60641, USA","$$ · Mexican, Regional Cuisine",41.9358,-87.747041
Ciccio Mio,"226 W. Kinzie St., Chicago, 60654, USA","$$ · Italian, American",41.889406,-87.635195
Hugo’s Frog Bar & Fish House,"1024 N. Rush St., Chicago, 60611, USA",$$$ · American,41.901068,-87.627997
Tied House,"3157 N. Southport Ave., Chicago, 60657, USA",$$ · Contemporary,41.939569,-87.663557
Boka,"1729 N. Halsted St., Chicago, 60614, USA","$$$$ · Contemporary, American",41.913646,-87.647985
Demera,"4801 N. Broadway, Chicago, 60640, USA",$$ · Ethiopian,41.969194,-87.659341
Beity,"813 W. Fulton St., Chicago, 60607, USA","$$$$ · Lebanese, Contemporary",41.886964,-87.649429
Superkhana International,"3059 W. Diversey Ave., Chicago, 60647, USA","$$ · Indian, Fusion",41.931855,-87.704816
Next,"953 W. Fulton Market, Chicago, 60607, USA",$$$$ · Contemporary,41.886638,-87.651425
Gaijin,"950 W. Lake St., Chicago, 60607, USA","$$ · Japanese, Okonomiyaki",41.885845,-87.651797
Mirra,"1954 W. Armitage Ave., Chicago, 60622, USA","$$ · Fusion, Mexican",41.917936,-87.677358
Laliko,"80 Carmine St., New York, 10014, USA",$$ · Central Asian,40.729436,-74.004928
Mango Bay,"271 Adelphi St., Brooklyn, 11205, USA",$$$ · Caribbean,40.689405,-73.970916
Taqueria Chingón,"817 W. Fulton Market, Chicago, 60607, USA",$ · Mexican,41.88656,-87.648225
Pizza Friendly Pizza,"1039 N. Western Ave., Chicago, 60622, USA","$$ · Pizza, American",41.900513,-87.68669
Andros Taverna,"2542 N. Milwaukee Ave., Chicago, 60647, USA",$$$ · Greek,41.927495,-87.7055
Ghin Khao,"2128 W. Cermak Rd., Chicago, 60608, USA",$ · Thai,41.852299,-87.679519
Tzuco,"720 N. State St., Chicago, 60654, USA",$$ · Mexican,41.895274,-87.628723
Perilla,"401 N. Milwaukee Ave., Chicago, 60654, USA","$$ · Korean, American",41.889424,-87.643759
Rose Mary,"932 W. Fulton Market, Chicago, 60607, USA","$$$ · Croatian, Italian",41.886978,-87.651185
Sochi,"1358 W. Belmont Ave., Chicago, 60657, USA",$$ · Vietnamese,41.939982,-87.663411
Swift & Sons Tavern & Oyster Bar,"3600 N. Clark St., Chicago, 60613, USA",$$$ · American,41.947349,-87.656935
Monteverde,"1020 W. Madison St., Chicago, 60607, USA","$$$ · Italian, American",41.881938,-87.652987
Provaré,"1523 W. Chicago Ave., Chicago, 60642, USA","$$$ · Fusion, Creole",41.895867,-87.665851
Chez Joël,"1119 W. Taylor St., Chicago, 60607, USA","$$ · French, Classic French",41.869251,-87.655085
Lula Cafe,"2537 N. Kedzie Ave., Chicago, 60647, USA",$$ · American,41.927636,-87.706616
Brindille,"534 N. Clark St., Chicago, 60654, USA",$$$$ · French,41.891904,-87.631426
Gilt Bar,"230 W. Kinzie St., Chicago, 60654, USA",$$ · Gastropub,41.889405,-87.635356
Coalfire,"1321 W. Grand Ave., Chicago, 60622, USA","$$ · Pizza, American",41.890812,-87.659902
S.K.Y.,"2300 N. Lincoln Park W., Chicago, 60614, USA",$$ · Contemporary,41.923996,-87.637114
Itoko,"3325 N. Southport Ave., Chicago, 60657, USA",$$$ · Japanese,41.942314,-87.663631
Alla Vita,"564 W. Randolph St., Chicago, 60661, USA","$$$ · Italian, Italian-American",41.884605,-87.642407
Cellar Door Provisions,"3025 W. Diversey Ave., Chicago, 60647, USA",$$ · Mediterranean Cuisine,41.932004,-87.703577
Moody Tongue,"2515 S. Wabash Ave., Chicago, 60616, USA","$$$$ · Contemporary, American Contemporary",41.846978,-87.624933
Lardon,"2200 California Ave., Chicago, 60647, USA","$$ · Deli, Italian",41.92183,-87.697687
Birrieria Zaragoza,"4852 S. Pulaski Rd., Chicago, 60632, USA","$ · Mexican, Regional Cuisine",41.804476,-87.723818
Les Nomades,"222 E. Ontario St., Chicago, 60611, USA",$$$$ · French,41.893646,-87.621754
Bavette’s Bar & Boeuf,"218 W. Kinzie St., Chicago, 60654, USA",$$$$ · Steakhouse,41.889415,-87.634876
Alinea,"1723 N. Halsted St., Chicago, 60614, USA","$$$$ · Creative, Modern Cuisine",41.913442,-87.648031
Chicago Cut,"300 N. LaSalle St., Chicago, 60654, USA",$$$ · Steakhouse,41.888165,-87.633112
Ina Mae,"1415 N. Wood St., Chicago, 60622, USA","$$ · Southern, Creole",41.907666,-87.672194
Union,"2202 N. California Ave., Chicago, 60647, USA","$$ · American, Gastropub",41.921825,-87.697574
Virtue,"1462 E. 53rd St., Chicago, 60615, USA","$$ · Southern, Regional Cuisine",41.799704,-87.589408
The Duck Inn,"2701 S. Eleanor St., Chicago, 60608, USA","$$ · Gastropub, American Contemporary",41.84438,-87.66011
HaiSous,"1800 S. Carpenter Ave., Chicago, 60608, USA",$$ · Vietnamese,41.857872,-87.653513
Daisies,"2375 Milwaukee Ave., Chicago, 60647, USA",$$ · Italian,41.924512,-87.699524
GG's Chicken Shop,"3325 N. Southport Ave., Chicago, 60657, USA",$$ · American,41.942314,-87.663631
Maxwells Trading,"1516 W. Carroll Ave., Chicago, 60607, USA","$$$ · Contemporary, American",41.887672,-87.665246
Anelya,"3472 N. Elston Ave., Chicago, 60618, USA",$$ · Eastern European,41.944214,-87.705678
Kyoten Next Door,"2513 W. Armitage Ave., Chicago, 60647, USA","$$$$ · Sushi, Japanese",41.917193,-87.690342
Obélix,"700 N. Sedgwick St., Chicago, 60654, USA",$$$ · French,41.895642,-87.63864
Kie-Gol-Lanee,"5004 N. Sheridan Rd., Chicago, 60640, USA",$$ · Mexican,41.973545,-87.655165
Maple & Ash,"8 W. Maple St., Chicago, 60610, USA",$$$$ · Steakhouse,41.902067,-87.628719
Quarter Acre,"2023 Greenville Ave., Ste. 110, Dallas, 75206, USA",$$$ · Contemporary,32.815298,-96.770478
La Santa Barbacha,"2806 Manor Rd., Austin, 78722, USA",$ · Mexican,30.285713,-97.711557
Craft Omakase,"4400 N. Lamar Blvd., Ste. 102, Austin, 78756, USA","$$$$ · Japanese, Sushi",30.312683,-97.73855
Jeffrey's,"1204 W. Lynn St., Austin, 78704, USA","$$$$ · Contemporary, Steakhouse",30.280477,-97.759081
la Barbecue,"2401 E. Cesar Chavez St., Austin, 78702, USA",$$ · Barbecue,30.25451,-97.71762
Tejas Chocolate + Barbecue,"200 N. Elm St., Tomball, 77375, USA",$$ · Barbecue,30.099023,-95.614776
Hidden Omakase,"5353 W. Alabama St., Ste. 102, Houston, 77056, USA","$$$$ · Sushi, Contemporary",29.737646,-95.469138
El Carlos Elegante,"1400 N. Riverfront Blvd., Dallas, 75207, USA","$$$$ · Mexican, Contemporary",32.790231,-96.819906
InterStellar BBQ,"12233 Ranch Rd. 620 N., Ste. 105, Austin, 78750, USA",$$ · Barbecue,30.461468,-97.8152
Mirra,"1954 W. Armitage Ave., Chicago, 60622, USA","$$ · Fusion, Mexican",41.917936,-87.677358
Laliko,"80 Carmine St., New York, 10014, USA",$$ · Central Asian,40.729436,-74.004928
Mango Bay,"271 Adelphi St., Brooklyn, 11205, USA",$$$ · Caribbean,40.689405,-73.970916
Taqueria Chingón,"817 W. Fulton Market, Chicago, 60607, USA",$ · Mexican,41.88656,-87.648225
Leche de Tigre,"318 E. Cevallos St., San Antonio, 78204, USA",$$ · Peruvian,29.407488,-98.497258
Mixtli,"812 S. Alamo St., Ste. 103, San Antonio, 78205, USA",$$$$ · Mexican,29.415475,-98.489208
Bludorn,"807 Taft St., Houston, 77019, USA","$$$ · American, Contemporary",29.75892,-95.38561
Fearing's,"2121 McKinney Ave., Dallas, 75201, USA","$$$$ · American, Regional Cuisine",32.792372,-96.803757
Knox Bistro,"3230 Knox St., Dallas, 75205, USA",$$$ · French,32.823736,-96.789977
nobie's,"2048 Colquitt St., Houston, 77098, USA",$$ · American,29.735371,-95.410049
Signature Restaurant,"16401 La Cantera Pkwy, San Antonio, 78256, USA",$$$$ · American,29.599145,-98.618735
Kemuri Tatsu-ya,"2713 E. 2nd St., Austin, 78702, USA","$$ · Izakaya, Barbecue",30.253812,-97.712943
Distant Relatives,"3901 Promontory Point Dr., Austin, 78744, USA",$$ · Barbecue,30.208865,-97.729519
Rye,"1920 Greenville Ave., Dallas, 75206, USA",$$$$ · Contemporary,32.813561,-96.769948
Burnt Bean Co.,"108 S. Austin St., Seguin, 78155, USA",$$ · Barbecue,29.568015,-97.964608
Discada,"1700 E. Cesar Chavez St., Austin, 78702, USA","$ · Mexican, Regional Cuisine",30.258027,-97.72601
Cattleack Barbeque,"13628 Gamma Rd., Dallas, 75244, USA",$$ · Barbecue,32.934579,-96.836283
Blood Bros BBQ,"5425 Bellaire Blvd., Bellaire, 77401, USA","$$ · Barbecue, Asian",29.70513,-95.475581
Candente,"4306 Yoakum Blvd., Houston, 77006, USA",$$ · Tex-Mex,29.73411,-95.39311
Goldee’s,"4645 Dick Price Rd., Fort Worth, 76140, USA","$$ · Barbecue, American",32.621342,-97.233516
Barbs B Q,"102 E. Market St., Lockhart, 78644, USA","$$ · Barbecue, American",29.883621,-97.671923
Sachet,"4270 Oak Lawn Ave., Dallas, 75219, USA",$$ · Mediterranean Cuisine,32.821385,-96.802367
Ramen del Barrio,"1700 W. Parmer Ln., Austin, 78727, USA","$$ · Fusion, Ramen",30.413311,-97.68815
Lucia,"287 N. Bishop Ave., Dallas, 75208, USA",$$$ · Italian,32.747028,-96.828502
Garcia's Mexican Food,"842 Fredericksburg Rd., San Antonio, 78201, USA",$ · Tex-Mex,29.45173,-98.513324
Cuantos Tacos,"1108 E. 12th St., Austin, 78702, USA","$ · Mexican, Regional Cuisine",30.272641,-97.728458
Franklin Barbecue,"900 E. 11th St., Austin, 78702, USA","$$ · Barbecue, Regional Cuisine",30.270142,-97.731297
Killen's BBQ,"3613 Broadway St., Pearland, 77581, USA",$$ · Barbecue,29.564083,-95.282235
Gemma,"2323 N. Henderson Ave., Ste. 109, Dallas, 75206, USA",$$$ · American,32.814145,-96.778213
Rosie Cannonball,"1620 Westheimer Rd., Houston, 77006, USA","$$ · Contemporary, Italian",29.742952,-95.400268
Pappas Bros. Steakhouse,"5839 Westheimer Rd., Houston, 77057, USA","$$$$ · Steakhouse, American",29.737005,-95.481027
The Pit Room,"1201 Richmond Ave., Houston, 77006, USA","$$ · Barbecue, Mexican",29.734268,-95.393965
Este,"2113 Manor Rd., Austin, 78722, USA","$$$ · Mexican, Seafood",30.284034,-97.719522
Barsotti's,"4208 Oak Lawn Ave., Dallas, 75219, USA",$$ · Italian,32.819982,-96.802379
Joe's Bakery & Coffee Shop,"2305 E. 7th St., Austin, 78702, USA",$ · Tex-Mex,30.26108,-97.716688
Ngon Vietnamese Kitchen,"1907 Greenville Ave., Dallas, 75206, USA",$$ · Vietnamese,32.813727,-96.770509
Emmer & Rye,"51 Rainey St., Austin, 78701, USA","$$$ · American, Contemporary",30.256892,-97.739319
Terry Black’s BBQ,"1003 Barton Springs Rd., Austin, 78704, USA",$$ · Barbecue,30.259724,-97.75489
nonna,"4115 Lomo Alto Dr., Dallas, 75219, USA",$$$ · Italian,32.821114,-96.815252
Mum Foods Smokehouse & Delicatessen,"5811 Manor Rd., Austin, 78723, USA","$$ · Barbecue, Deli",30.305859,-97.67976
KG BBQ,"3108 Manor Rd., Austin, 78723, USA","$$ · Barbecue, Egyptian",30.286813,-97.705283
Mercat Bistro,"2501 N. Harwood St., Ste. 225, Dallas, 75201, USA","$$$ · French, American",32.79162,-96.80619
Late August,"4201 Main St., Ste. 120, Houston, 77002, USA","$$$ · Southern, International",29.734381,-95.382088
Rosemeyer Bar-B-Q,"2111 Riley Fuzzell Rd., Spring, 77386, USA",$$ · Barbecue,30.105021,-95.398682
Ema,"5307 N. Main St., Houston, 77009, USA",$$ · Mexican,29.803088,-95.387737
Le Jardinier Houston,"5500 Main St., Houston, 77004, USA","$$$$ · French, Contemporary",29.726535,-95.389692
Comedor,"501 Colorado St., Austin, 78701, USA","$$$ · Mexican, Contemporary",30.267646,-97.744276
Tatsu Dallas,"3309 Elm St., Ste. 120, Dallas, 75226, USA","$$$$ · Japanese, Sushi",32.78671,-96.77782
Harvest,"215 N. Kentucky St., McKinney, 75069, USA",$$ · American,33.198509,-96.615998
Toshokan,"807 E. 4th St., Austin, 78702, USA",$$$$ · Sushi,30.263467,-97.734701
Lenoir,"1807 S. 1st St., Austin, 78704, USA","$$$ · Contemporary, Regional Cuisine",30.24687,-97.75587
Nancy's Hustle,"2704 Polk St., Houston, 77003, USA",$$ · Contemporary,29.745611,-95.352048
Mirra,"1954 W. Armitage Ave., Chicago, 60622, USA","$$ · Fusion, Mexican",41.917936,-87.677358
Laliko,"80 Carmine St., New York, 10014, USA",$$ · Central Asian,40.729436,-74.004928
Mango Bay,"271 Adelphi St., Brooklyn, 11205, USA",$$$ · Caribbean,40.689405,-73.970916
Taqueria Chingón,"817 W. Fulton Market, Chicago, 60607, USA",$ · Mexican,41.88656,-87.648225
Street to Kitchen,"3401 Harrisburg Blvd., Houston, 77003, USA",$$ · Thai,29.748495,-95.340844
Hestia,"607 W. 3rd St., Austin, 78701, USA","$$$$ · American, Contemporary",30.266746,-97.749918
Cullum's Attaboy,"111 Kings Ct., San Antonio, 78212, USA","$$ · French, American",29.452944,-98.485044
2M Smokehouse,"2731 S. Ww White Rd., San Antonio, 78222, USA","$ · Barbecue, Mexican",29.38247,-98.40492
Baso,"633 W. 19th St., #A, Houston, 77008, USA","$$$$ · American, Contemporary",,
Nicōsi,"221 Newell Ave., San Antonio, 78215, USA",$$$$ · Creative,29.441099,-98.480877
Nam Giao,"6938 Wilcrest Dr., Houston, 77072, USA",$ · Vietnamese,29.702756,-95.571608
CorkScrew BBQ,"26608 Keith St., Spring, 77373, USA",$$ · Barbecue,30.080675,-95.419991
Musaafer,"5115 Westheimer Rd., Ste. C-3500, Houston, 77056, USA","$$$$ · Indian, Contemporary",29.74022,-95.46537
Ezov,"2708 E. Cesar Chavez St., Austin, 78704, USA",$$$ · Israeli,30.253476,-97.713504
Lutie's,"4100 Red River St., Austin, 78751, USA","$$$ · American, Regional Cuisine",30.300735,-97.722112
Birdie's,"2944 E. 12th St., Austin, 78702, USA",$$$ · Contemporary,30.27646,-97.70456
Launderette,"2115 Holly St., Austin, 78702, USA","$$$ · Contemporary, Mediterranean Cuisine",30.25186,-97.72272
Panther City BBQ,"201 E. Hattie St., Fort Worth, 76104, USA","$$ · Barbecue, Tex-Mex",32.73818,-97.32479
Belly of the Beast,"5200 FM 2920 Rd., Ste. 180, Spring, 77388, USA","$$ · Mexican, Contemporary",30.074494,-95.498464
Georgie,"4514 Travis St., Dallas, 75205, USA","$$$$ · Contemporary, French",32.822349,-96.790563
March,"1624 Westheimer Rd., Houston, 77006, USA","$$$$ · Creative, Mediterranean Cuisine",29.743072,-95.400278
Truth BBQ,"110 S. Heights Blvd., Houston, 77007, USA",$$ · Barbecue,29.769336,-95.397288
Apt 115,"2025 E. 7th St., Austin, 78702, USA",$$$$ · Fusion,30.261686,-97.719694
Smoke'N Ash BBQ,"5904 S. Cooper St., Ste. 110, Arlington, 76017, USA","$$ · Barbecue, Ethiopian",32.651248,-97.136011
Brisket & Rice,"13111 FM-529 Rd., Houston, 77041, USA","$$ · Barbecue, Asian",29.878952,-95.609032
Stillwell's,"Hôtel Swexan, 2575 Mckinnon St., Dallas, 75201, USA",$$$$ · Steakhouse,32.792444,-96.805949
Stock & Barrel,"316 W. Davis St., Dallas, 75208, USA",$$$ · American,32.749255,-96.827384
Mexta,"106 E. 6th St., Ste. #110, Austin, 78701, USA","$$$ · Mexican, Contemporary",,
Barley Swine,"6555 Burnet Rd., Ste. 400, Austin, 78757, USA","$$$$ · Contemporary, American",30.341383,-97.738304
Mala Sichuan Bistro,"9348 Bellaire Blvd., Houston, 77036, USA","$$ · Chinese, Sichuan",29.70599,-95.548058
Killen's,"101 Heights Blvd., Houston, 77007, USA","$$ · American, Southern",29.77062,-95.39769
Theodore Rex,"1302 Nance St., Unit A, Houston, 77002, USA",$$$ · Contemporary,29.767974,-95.354055
BCN Taste & Tradition,"4210 Roseland St., Houston, 77006, USA","$$$$ · Spanish, Contemporary",29.734888,-95.390073
Dai Due,"2406 Manor Rd., Austin, 78722, USA","$$ · American, Regional Cuisine",30.284951,-97.716889
The Jerk Shack,"10234 Texas 151, Ste. 103, San Antonio, 78251, USA","$ · Jamaican, Caribbean",29.448699,-98.684943
Monarch,"1401 Elm St., Dallas, 75201, USA",$$$$ · Italian-American,32.78138,-96.800677
Briscuits,"4204 Menchaca Rd., Austin, 78704, USA",$$ · Barbecue,30.231539,-97.78781
Garrison,"101 Red River St., Austin, 78701, USA",$$$$ · American,30.262123,-97.738408
Micklethwait Craft Meats,"4602 Tanney St., Austin, 78721, USA","$$ · Barbecue, Regional Cuisine",30.273175,-97.690174
Olamaie,"1610 San Antonio St., Austin, 78701, USA","$$$ · American, Southern",30.279895,-97.743675
Tei-An,"1722 Routh St., Dallas, 75201, USA","$$$$ · Japanese, Soba",32.791868,-96.795215
Tatemó,"4740 Dacoma St., Houston, 77092, USA","$$$$ · Mexican, Contemporary",29.807199,-95.460761
Ling Kitchen,"8423 Research Blvd., Austin, 78758, USA","$$$$ · Chinese, Contemporary",30.35928,-97.71593
Odd Duck,"1201 S. Lamar Blvd., Austin, 78704, USA","$$$ · American, Contemporary",30.254739,-97.762043
Ladino,"200 E. Grayson St. #100, San Antonio, 78215, USA","$$ · Mediterranean Cuisine, Regional Cuisine",,
LeRoy and Lewis Barbecue,"5621 Emerald Forest Dr., Austin, 78745, USA","$$ · Barbecue, American",30.209824,-97.787258
Birrieria y Taqueria Cortez,"2220 E. Rosedale St., Fort Worth, 76105, USA",$ · Mexican,32.73061,-97.295546
Tare,"12414 Alderbrook Dr., Austin, 78727, USA",$$$$ · Japanese,30.415377,-97.698069
La Condesa,"400 W. 2nd St., Austin, 78701, USA","$$$ · Mexican, Regional Cuisine",30.26546,-97.747781
Pinkerton's Barbecue,"1504 Airline Dr., Houston, 77009, USA",$$ · Barbecue,29.79866,-95.381517
Một Hai Ba,"6047 Lewis St., Dallas, 75206, USA","$$ · Fusion, Vietnamese",32.812287,-96.762296
Little Em’s Oyster Bar,"1024 S. Alamo St., San Antonio, 78210, USA","$$ · Seafood, American",29.41338,-98.491029
Mirra,"1954 W. Armitage Ave., Chicago, 60622, USA","$$ · Fusion, Mexican",41.917936,-87.677358
Laliko,"80 Carmine St., New York, 10014, USA",$$ · Central Asian,40.729436,-74.004928
Mango Bay,"271 Adelphi St., Brooklyn, 11205, USA",$$$ · Caribbean,40.689405,-73.970916
Taqueria Chingón,"817 W. Fulton Market, Chicago, 60607, USA",$ · Mexican,41.88656,-87.648225
Written By The Seasons,"380 Melba St., Dallas, 75208, USA",$$$ · American Contemporary,32.747462,-96.828491
Crown Block,"300 Reunion Blvd. E., Dallas, 75207, USA","$$$$ · American Contemporary, Meats and Seafood",32.775992,-96.809544
Mister Charles,"3219 Knox St., Ste. 170, Dallas, 75205, USA","$$$$ · Contemporary, American",32.82328,-96.790071
Veracruz Fonda & Bar,"1905 Aldrich St., Austin, 78723, USA","$$ · Mexican, Regional Cuisine",30.297839,-97.705374
Nixta Taqueria,"2512 E. 12th St., Austin, 78702, USA","$$ · Mexican, Regional Cuisine",30.274966,-97.713255
Maie Day,"1603 S. Congress Ave., Austin, 78704, USA","$$$ · Steakhouse, American",30.247412,-97.75014
Suerte,"1800 E. 6th St., Austin, 78702, USA","$$$ · Mexican, Regional Cuisine",30.262275,-97.723273
Southerleigh Fine Food & Brewery,"136 E. Grayson St., Ste. 120, San Antonio, 78215, USA","$$$ · American, Southern",29.442642,-98.480975
Barbecue Station,"1610 N.E. Loop 410, San Antonio, 78209, USA","$$ · Barbecue, Regional Cuisine",29.514771,-98.439485
Tiny Lou's,"789 Ponce De Leon Ave. NE, Atlanta, 30306, USA",$$$ · French,33.77343,-84.36134
Superica,"99 Krog St., Atlanta, 30307, USA",$$ · Tex-Mex,33.756935,-84.364056
The Deer and the Dove,"155 Sycamore St., Decatur, 30030, USA","$$$$ · Contemporary, Southern",33.774455,-84.295145
Delbar,"870 Inman Village Pkwy. NE, Ste. 1, Atlanta, 30307, USA",$$ · Middle Eastern,33.76121,-84.360543
Table & Main,"1028 Canton St., Roswell, 30075, USA",$$ · Southern,34.02655,-84.36169
Woo Nam Jeong,"5953 Buford Hwy. NE, Atlanta, 30340, USA",$$ · Korean,33.9128,-84.261955
Heirloom Market BBQ,"2243 Akers Mill Rd. SE, Atlanta, 30339, USA",$$ · Barbecue,33.898654,-84.447119
Marcel,"1170 Howell Mill Rd., Atlanta, 30318, USA",$$$$ · Steakhouse,33.785827,-84.411989
Han Il Kwan,"5458 Buford Hwy. NE, Atlanta, 30340, USA",$$ · Korean,33.901327,-84.276722
Hen Mother Cookhouse,"11705 Jones Bridge Rd., Johns Creek, 30005, USA",$$ · American,34.065298,-84.210885
Nàdair,"1123 Zonolite Rd. NE, #15, Atlanta, 30306, USA","$$$$ · Scottish, Southern",,
Masterpiece,"3940 Buford Hwy., B-103, Duluth, 30096, USA","$$ · Chinese, Sichuan",33.977265,-84.161481
The Chastain,"4320 Powers Ferry Rd., Atlanta, 30342, USA",$$$ · American,33.872751,-84.396335
Omakase Table,"3330 Piedmont Rd. NE, #22A, Atlanta, 30305, USA","$$$$ · Japanese, Sushi",,
Food Terminal,"5000 Buford Hwy., Atlanta, 30341, USA",$$ · Malaysian,33.888185,-84.288631
LanZhou Ramen,"5231 Buford Hwy. NE, Atlanta, 30340, USA","$$ · Chinese, Regional Cuisine",33.89563,-84.28164
Chai Pani,"406 W. Ponce De Leon Ave., Decatur, 30030, USA","$$ · Indian, Regional Cuisine",33.77535,-84.30278
Lyla Lila,"693 Peachtree St. NE, Atlanta, 30308, USA",$$$ · European,33.773495,-84.384487
Xi'an Gourmet House,"955 Spring St. NW, #C, Atlanta, 30309, USA","$$ · Chinese, Regional Cuisine",,
O by Brush,"3009 Peachtree Rd. NE, #140, Atlanta, 30305, USA","$$$$ · Japanese, Sushi",,
The Busy Bee,"810 Martin Luther King Jr. Dr. SW, Atlanta, 30314, USA",$$ · Southern,33.754449,-84.414032
Miller Union,"999 Brady Ave. NW, Atlanta, 30318, USA",$$ · American,33.78206,-84.413192
Bacchanalia,"1460 Ellsworth Industrial Blvd., Ste. A, Atlanta, 30318, USA",$$$$ · American,33.79484,-84.427314
Hayakawa,"1055 Howell Mill Rd., Atlanta, 30318, USA","$$$$ · Japanese, Sushi",33.783383,-84.411317
Gunshow,"924 Garrett St., Ste. C, Atlanta, 30316, USA",$$$$ · American,33.74073,-84.357849
Little Sparrow,"1198 Howell Mill Rd., Atlanta, 30318, USA",$$$ · French,33.78681,-84.412244
The General Muir,"1540 Avenue Pl., Ste. B-230, Atlanta, 30329, USA","$$$ · Deli, American",33.801055,-84.327549
Antico Pizza Napoletana,"1093 Hemphill Ave. NW, Atlanta, 30318, USA",$$ · Pizza,33.784646,-84.405634
Mujō,"691 14th St. NW, Atlanta, 30318, USA","$$$$ · Japanese, Sushi",33.786285,-84.411032
Estrellita,"580 Woodward Ave. SE, Atlanta, 30312, USA",$$ · Filipino,33.745562,-84.368382
